id,session_id,race_id,sample_order,sample_time,air_temp_c,track_temp_c,humidity_pct,pressure_hpa,rainfall,wind_speed_mps,wind_direction_deg,source_label
2026-01-albert_park|R|18,2026-01-albert_park|R,2026-01-albert_park,18,0 days 00:17:13.563000,23.1,35.6,56.3,1013.5,False,2.3,110,fastf1_session_weather_v1
2026-01-albert_park|R|19,2026-01-albert_park|R,2026-01-albert_park,19,0 days 00:18:13.574000,23.1,35.7,56.5,1013.3,False,1.5,118,fastf1_session_weather_v1
2026-01-albert_park|R|20,2026-01-albert_park|R,2026-01-albert_park,20,0 days 00:19:13.558000,23.2,35.6,56.0,1013.4,False,0.9,95,fastf1_session_weather_v1
2026-01-albert_park|R|21,2026-01-albert_park|R,2026-01-albert_park,21,0 days 00:20:13.560000,23.2,35.5,56.4,1013.3,False,2.3,110,fastf1_session_weather_v1
2026-01-albert_park|R|22,2026-01-albert_park|R,2026-01-albert_park,22,0 days 00:21:13.577000,23.2,35.5,56.5,1013.3,False,2.4,109,fastf1_session_weather_v1
2026-01-albert_park|R|23,2026-01-albert_park|R,2026-01-albert_park,23,0 days 00:22:13.577000,23.3,35.8,56.0,1013.3,False,3.7,108,fastf1_session_weather_v1
2026-01-albert_park|R|24,2026-01-albert_park|R,2026-01-albert_park,24,0 days 00:23:13.598000,23.3,34.9,55.1,1013.3,False,3.8,130,fastf1_session_weather_v1
2026-01-albert_park|R|25,2026-01-albert_park|R,2026-01-albert_park,25,0 days 00:24:13.592000,23.2,34.9,55.6,1013.3,False,0.8,137,fastf1_session_weather_v1
2026-01-albert_park|R|26,2026-01-albert_park|R,2026-01-albert_park,26,0 days 00:25:13.612000,23.2,34.7,55.8,1013.3,False,1.9,114,fastf1_session_weather_v1
2026-01-albert_park|R|27,2026-01-albert_park|R,2026-01-albert_park,27,0 days 00:26:13.615000,23.3,33.3,56.4,1013.2,False,2.2,126,fastf1_session_weather_v1
2026-01-albert_park|R|28,2026-01-albert_park|R,2026-01-albert_park,28,0 days 00:27:13.629000,23.4,34.6,55.7,1013.2,False,2.8,125,fastf1_session_weather_v1
2026-01-albert_park|R|29,2026-01-albert_park|R,2026-01-albert_park,29,0 days 00:28:13.627000,23.5,33.4,55.1,1013.3,False,2.3,124,fastf1_session_weather_v1
2026-01-albert_park|R|30,2026-01-albert_park|R,2026-01-albert_park,30,0 days 00:29:13.613000,23.5,34.3,55.6,1013.3,False,2.3,126,fastf1_session_weather_v1
2026-01-albert_park|R|31,2026-01-albert_park|R,2026-01-albert_park,31,0 days 00:30:13.613000,23.4,33.5,55.8,1013.2,False,1.9,130,fastf1_session_weather_v1
2026-01-albert_park|R|32,2026-01-albert_park|R,2026-01-albert_park,32,0 days 00:31:13.632000,23.4,35.3,55.5,1013.3,False,0.0,0,fastf1_session_weather_v1
2026-01-albert_park|R|33,2026-01-albert_park|R,2026-01-albert_park,33,0 days 00:32:13.630000,23.4,35.9,55.6,1013.2,False,0.6,212,fastf1_session_weather_v1
2026-01-albert_park|R|34,2026-01-albert_park|R,2026-01-albert_park,34,0 days 00:33:13.636000,23.4,35.5,55.5,1013.3,False,1.1,113,fastf1_session_weather_v1
2026-01-albert_park|R|35,2026-01-albert_park|R,2026-01-albert_park,35,0 days 00:34:13.648000,23.4,35.5,55.5,1013.3,False,3.7,101,fastf1_session_weather_v1
2026-01-albert_park|R|36,2026-01-albert_park|R,2026-01-albert_park,36,0 days 00:35:13.678000,23.4,35.5,55.0,1013.3,False,2.1,192,fastf1_session_weather_v1
2026-01-albert_park|R|37,2026-01-albert_park|R,2026-01-albert_park,37,0 days 00:36:13.680000,23.4,35.8,56.0,1013.3,False,2.4,90,fastf1_session_weather_v1
2026-01-albert_park|R|38,2026-01-albert_park|R,2026-01-albert_park,38,0 days 00:37:13.680000,23.4,35.8,56.0,1013.3,False,2.4,90,fastf1_session_weather_v1
2026-01-albert_park|R|39,2026-01-albert_park|R,2026-01-albert_park,39,0 days 00:38:13.675000,23.4,35.3,55.2,1013.2,False,1.6,124,fastf1_session_weather_v1
2026-01-albert_park|R|40,2026-01-albert_park|R,2026-01-albert_park,40,0 days 00:39:13.684000,23.4,35.6,55.8,1013.2,False,1.0,128,fastf1_session_weather_v1
2026-01-albert_park|R|41,2026-01-albert_park|R,2026-01-albert_park,41,0 days 00:40:13.681000,23.4,35.2,55.9,1013.2,False,1.8,154,fastf1_session_weather_v1
2026-01-albert_park|R|42,2026-01-albert_park|R,2026-01-albert_park,42,0 days 00:41:13.683000,23.4,35.4,55.2,1013.1,False,2.3,125,fastf1_session_weather_v1
2026-01-albert_park|R|43,2026-01-albert_park|R,2026-01-albert_park,43,0 days 00:42:13.684000,23.4,35.2,55.4,1013.2,False,3.9,125,fastf1_session_weather_v1
2026-01-albert_park|R|44,2026-01-albert_park|R,2026-01-albert_park,44,0 days 00:43:13.671000,23.5,35.0,55.1,1013.1,False,2.3,121,fastf1_session_weather_v1
2026-01-albert_park|R|45,2026-01-albert_park|R,2026-01-albert_park,45,0 days 00:44:13.669000,23.5,35.9,55.7,1013.1,False,2.3,123,fastf1_session_weather_v1
2026-01-albert_park|R|46,2026-01-albert_park|R,2026-01-albert_park,46,0 days 00:45:13.675000,23.7,37.1,55.5,1013.1,False,1.5,124,fastf1_session_weather_v1
2026-01-albert_park|R|47,2026-01-albert_park|R,2026-01-albert_park,47,0 days 00:46:13.702000,23.7,37.6,54.5,1013.1,False,2.7,100,fastf1_session_weather_v1
2026-01-albert_park|R|48,2026-01-albert_park|R,2026-01-albert_park,48,0 days 00:47:13.704000,23.8,39.1,54.3,1013.1,False,2.0,117,fastf1_session_weather_v1
2026-01-albert_park|R|49,2026-01-albert_park|R,2026-01-albert_park,49,0 days 00:48:13.704000,23.9,39.1,54.3,1013.0,False,2.4,116,fastf1_session_weather_v1
2026-01-albert_park|R|50,2026-01-albert_park|R,2026-01-albert_park,50,0 days 00:49:13.708000,23.9,38.9,54.3,1013.1,False,2.6,120,fastf1_session_weather_v1
2026-01-albert_park|R|51,2026-01-albert_park|R,2026-01-albert_park,51,0 days 00:50:13.708000,23.9,38.0,55.1,1013.0,False,1.8,99,fastf1_session_weather_v1
2026-01-albert_park|R|52,2026-01-albert_park|R,2026-01-albert_park,52,0 days 00:51:13.721000,23.9,37.8,54.9,1012.9,False,1.1,103,fastf1_session_weather_v1
2026-01-albert_park|R|53,2026-01-albert_park|R,2026-01-albert_park,53,0 days 00:52:13.720000,24.0,37.2,55.1,1013.0,False,3.7,137,fastf1_session_weather_v1
2026-01-albert_park|R|54,2026-01-albert_park|R,2026-01-albert_park,54,0 days 00:53:13.720000,24.0,37.0,54.0,1013.0,False,1.2,95,fastf1_session_weather_v1
2026-01-albert_park|R|55,2026-01-albert_park|R,2026-01-albert_park,55,0 days 00:54:13.725000,24.0,36.8,54.2,1012.8,False,2.0,156,fastf1_session_weather_v1
2026-01-albert_park|R|56,2026-01-albert_park|R,2026-01-albert_park,56,0 days 00:55:13.728000,23.9,37.3,54.5,1012.9,False,1.5,126,fastf1_session_weather_v1
2026-01-albert_park|R|57,2026-01-albert_park|R,2026-01-albert_park,57,0 days 00:56:13.725000,24.0,36.5,54.0,1012.8,False,1.0,74,fastf1_session_weather_v1
2026-01-albert_park|R|58,2026-01-albert_park|R,2026-01-albert_park,58,0 days 00:57:13.740000,24.0,36.0,54.2,1012.8,False,4.6,116,fastf1_session_weather_v1
2026-01-albert_park|R|59,2026-01-albert_park|R,2026-01-albert_park,59,0 days 00:58:13.747000,23.9,35.4,53.8,1013.0,False,3.1,93,fastf1_session_weather_v1
2026-01-albert_park|R|60,2026-01-albert_park|R,2026-01-albert_park,60,0 days 00:59:13.745000,23.9,35.7,54.3,1012.8,False,2.1,100,fastf1_session_weather_v1
2026-01-albert_park|R|61,2026-01-albert_park|R,2026-01-albert_park,61,0 days 01:00:13.732000,23.9,35.3,54.2,1012.9,False,1.8,185,fastf1_session_weather_v1
2026-01-albert_park|R|62,2026-01-albert_park|R,2026-01-albert_park,62,0 days 01:01:13.760000,23.9,37.5,54.2,1012.8,False,2.5,99,fastf1_session_weather_v1
2026-01-albert_park|R|63,2026-01-albert_park|R,2026-01-albert_park,63,0 days 01:02:13.761000,24.0,38.0,54.0,1012.9,False,3.4,129,fastf1_session_weather_v1
2026-01-albert_park|R|64,2026-01-albert_park|R,2026-01-albert_park,64,0 days 01:03:13.796000,24.2,36.6,54.0,1012.8,False,4.4,104,fastf1_session_weather_v1
2026-01-albert_park|R|65,2026-01-albert_park|R,2026-01-albert_park,65,0 days 01:04:13.794000,24.2,36.0,54.4,1012.8,False,2.3,135,fastf1_session_weather_v1
2026-01-albert_park|R|66,2026-01-albert_park|R,2026-01-albert_park,66,0 days 01:05:13.794000,24.1,36.1,54.1,1012.9,False,1.6,112,fastf1_session_weather_v1
2026-01-albert_park|R|67,2026-01-albert_park|R,2026-01-albert_park,67,0 days 01:06:13.816000,24.1,36.1,54.1,1012.9,False,1.6,112,fastf1_session_weather_v1
2026-01-albert_park|R|68,2026-01-albert_park|R,2026-01-albert_park,68,0 days 01:07:13.811000,24.1,36.1,54.1,1012.9,False,1.6,112,fastf1_session_weather_v1
2026-01-albert_park|R|69,2026-01-albert_park|R,2026-01-albert_park,69,0 days 01:08:13.824000,24.1,36.1,54.1,1012.9,False,1.6,112,fastf1_session_weather_v1
2026-01-albert_park|R|70,2026-01-albert_park|R,2026-01-albert_park,70,0 days 01:09:13.828000,24.2,35.1,54.2,1012.8,False,2.2,127,fastf1_session_weather_v1
2026-01-albert_park|R|71,2026-01-albert_park|R,2026-01-albert_park,71,0 days 01:10:13.830000,24.2,35.3,54.3,1012.6,False,2.7,114,fastf1_session_weather_v1
2026-01-albert_park|R|72,2026-01-albert_park|R,2026-01-albert_park,72,0 days 01:11:13.820000,24.2,35.1,54.7,1012.6,False,3.4,99,fastf1_session_weather_v1
2026-01-albert_park|R|73,2026-01-albert_park|R,2026-01-albert_park,73,0 days 01:12:13.833000,24.3,35.8,54.6,1012.5,False,2.0,121,fastf1_session_weather_v1
2026-01-albert_park|R|74,2026-01-albert_park|R,2026-01-albert_park,74,0 days 01:13:13.821000,24.5,36.6,54.3,1012.6,False,2.4,104,fastf1_session_weather_v1
2026-01-albert_park|R|75,2026-01-albert_park|R,2026-01-albert_park,75,0 days 01:14:13.832000,24.4,38.1,53.7,1012.6,False,3.1,121,fastf1_session_weather_v1
2026-01-albert_park|R|76,2026-01-albert_park|R,2026-01-albert_park,76,0 days 01:15:13.832000,24.4,37.6,53.1,1012.5,False,2.4,122,fastf1_session_weather_v1
2026-01-albert_park|R|77,2026-01-albert_park|R,2026-01-albert_park,77,0 days 01:16:13.833000,24.5,36.7,53.3,1012.6,False,1.6,119,fastf1_session_weather_v1
2026-01-albert_park|R|78,2026-01-albert_park|R,2026-01-albert_park,78,0 days 01:17:13.861000,24.4,36.6,53.1,1012.4,False,2.7,128,fastf1_session_weather_v1
2026-01-albert_park|R|79,2026-01-albert_park|R,2026-01-albert_park,79,0 days 01:18:13.852000,24.4,36.4,53.3,1012.5,False,2.2,113,fastf1_session_weather_v1
2026-01-albert_park|R|80,2026-01-albert_park|R,2026-01-albert_park,80,0 days 01:19:13.868000,24.5,36.5,53.5,1012.4,False,2.0,128,fastf1_session_weather_v1
2026-01-albert_park|R|81,2026-01-albert_park|R,2026-01-albert_park,81,0 days 01:20:13.860000,24.5,36.5,53.5,1012.4,False,2.0,128,fastf1_session_weather_v1
2026-01-albert_park|R|82,2026-01-albert_park|R,2026-01-albert_park,82,0 days 01:21:13.870000,24.6,36.8,52.3,1012.4,False,2.0,113,fastf1_session_weather_v1
2026-01-albert_park|R|83,2026-01-albert_park|R,2026-01-albert_park,83,0 days 01:22:13.906000,24.4,36.6,52.4,1012.4,False,3.8,95,fastf1_session_weather_v1
2026-01-albert_park|R|84,2026-01-albert_park|R,2026-01-albert_park,84,0 days 01:23:13.903000,24.3,36.6,53.3,1012.4,False,2.5,114,fastf1_session_weather_v1
2026-01-albert_park|R|85,2026-01-albert_park|R,2026-01-albert_park,85,0 days 01:24:13.917000,24.3,37.3,53.7,1012.3,False,2.0,125,fastf1_session_weather_v1
2026-01-albert_park|R|86,2026-01-albert_park|R,2026-01-albert_park,86,0 days 01:25:13.908000,24.3,38.4,53.9,1012.3,False,3.5,140,fastf1_session_weather_v1
2026-01-albert_park|R|87,2026-01-albert_park|R,2026-01-albert_park,87,0 days 01:26:13.916000,24.5,39.1,53.5,1012.3,False,3.0,119,fastf1_session_weather_v1
2026-01-albert_park|R|88,2026-01-albert_park|R,2026-01-albert_park,88,0 days 01:27:13.920000,24.6,37.7,53.1,1012.3,False,3.0,111,fastf1_session_weather_v1
2026-01-albert_park|R|89,2026-01-albert_park|R,2026-01-albert_park,89,0 days 01:28:13.918000,24.6,36.7,52.5,1012.3,False,4.1,138,fastf1_session_weather_v1
2026-01-albert_park|R|90,2026-01-albert_park|R,2026-01-albert_park,90,0 days 01:29:13.934000,24.6,36.3,53.1,1012.3,False,3.6,137,fastf1_session_weather_v1
2026-01-albert_park|R|91,2026-01-albert_park|R,2026-01-albert_park,91,0 days 01:30:13.936000,24.7,35.9,53.0,1012.3,False,2.9,142,fastf1_session_weather_v1
2026-01-albert_park|R|92,2026-01-albert_park|R,2026-01-albert_park,92,0 days 01:31:13.955000,24.7,35.9,53.3,1012.1,False,1.9,133,fastf1_session_weather_v1
2026-01-albert_park|R|93,2026-01-albert_park|R,2026-01-albert_park,93,0 days 01:32:13.969000,24.6,35.8,53.4,1012.2,False,2.8,126,fastf1_session_weather_v1
2026-01-albert_park|R|94,2026-01-albert_park|R,2026-01-albert_park,94,0 days 01:33:13.968000,24.6,35.7,53.3,1012.1,False,3.8,119,fastf1_session_weather_v1
2026-01-albert_park|R|95,2026-01-albert_park|R,2026-01-albert_park,95,0 days 01:34:13.955000,24.6,35.9,53.1,1012.2,False,2.7,123,fastf1_session_weather_v1
2026-01-albert_park|R|96,2026-01-albert_park|R,2026-01-albert_park,96,0 days 01:35:13.957000,24.6,36.4,52.8,1012.1,False,2.9,111,fastf1_session_weather_v1
2026-01-albert_park|R|97,2026-01-albert_park|R,2026-01-albert_park,97,0 days 01:36:13.973000,24.5,36.6,52.9,1012.2,False,1.4,95,fastf1_session_weather_v1
2026-01-albert_park|R|98,2026-01-albert_park|R,2026-01-albert_park,98,0 days 01:37:13.959000,24.6,37.0,53.4,1012.1,False,2.1,114,fastf1_session_weather_v1
2026-01-albert_park|R|99,2026-01-albert_park|R,2026-01-albert_park,99,0 days 01:38:13.974000,24.7,37.5,53.0,1012.0,False,1.8,113,fastf1_session_weather_v1
2026-01-albert_park|R|100,2026-01-albert_park|R,2026-01-albert_park,100,0 days 01:39:13.975000,24.8,37.6,52.6,1012.1,False,3.1,147,fastf1_session_weather_v1
2026-01-albert_park|R|101,2026-01-albert_park|R,2026-01-albert_park,101,0 days 01:40:13.976000,24.8,37.4,52.7,1012.0,False,3.3,106,fastf1_session_weather_v1
2026-01-albert_park|R|102,2026-01-albert_park|R,2026-01-albert_park,102,0 days 01:41:13.991000,24.9,37.1,52.1,1012.0,False,3.3,105,fastf1_session_weather_v1
2026-01-albert_park|R|103,2026-01-albert_park|R,2026-01-albert_park,103,0 days 01:42:14.010000,24.8,36.5,52.0,1012.0,False,2.5,98,fastf1_session_weather_v1
2026-01-albert_park|R|104,2026-01-albert_park|R,2026-01-albert_park,104,0 days 01:43:14.010000,24.8,36.3,52.8,1012.0,False,4.0,98,fastf1_session_weather_v1
2026-01-albert_park|R|105,2026-01-albert_park|R,2026-01-albert_park,105,0 days 01:44:14.010000,24.8,36.1,52.8,1012.1,False,3.0,120,fastf1_session_weather_v1
2026-01-albert_park|R|106,2026-01-albert_park|R,2026-01-albert_park,106,0 days 01:45:13.993000,24.9,36.1,53.4,1012.0,False,2.8,115,fastf1_session_weather_v1
2026-01-albert_park|R|107,2026-01-albert_park|R,2026-01-albert_park,107,0 days 01:46:14.017000,25.3,36.1,53.7,1012.0,False,2.5,123,fastf1_session_weather_v1
2026-01-albert_park|R|108,2026-01-albert_park|R,2026-01-albert_park,108,0 days 01:47:14.013000,25.2,37.3,53.5,1011.9,False,1.0,184,fastf1_session_weather_v1
2026-01-albert_park|R|109,2026-01-albert_park|R,2026-01-albert_park,109,0 days 01:48:14.012000,25.3,37.6,53.0,1011.8,False,4.2,131,fastf1_session_weather_v1
2026-01-albert_park|R|110,2026-01-albert_park|R,2026-01-albert_park,110,0 days 01:49:14.015000,25.2,37.0,53.1,1012.0,False,4.0,125,fastf1_session_weather_v1
2026-01-albert_park|R|111,2026-01-albert_park|R,2026-01-albert_park,111,0 days 01:50:14.014000,25.1,37.2,53.0,1012.0,False,3.0,147,fastf1_session_weather_v1
2026-01-albert_park|R|112,2026-01-albert_park|R,2026-01-albert_park,112,0 days 01:51:14.029000,25.1,37.7,53.2,1011.8,False,2.5,107,fastf1_session_weather_v1
2026-01-albert_park|R|113,2026-01-albert_park|R,2026-01-albert_park,113,0 days 01:52:14.060000,25.0,37.3,53.1,1011.9,False,3.0,123,fastf1_session_weather_v1
2026-01-albert_park|R|114,2026-01-albert_park|R,2026-01-albert_park,114,0 days 01:53:14.063000,25.2,37.2,52.4,1011.9,False,3.7,105,fastf1_session_weather_v1
2026-01-albert_park|R|115,2026-01-albert_park|R,2026-01-albert_park,115,0 days 01:54:14.077000,25.3,37.6,52.3,1011.8,False,3.0,113,fastf1_session_weather_v1
2026-01-albert_park|R|116,2026-01-albert_park|R,2026-01-albert_park,116,0 days 01:55:14.079000,25.2,37.8,52.5,1011.8,False,3.8,119,fastf1_session_weather_v1
2026-01-albert_park|R|117,2026-01-albert_park|R,2026-01-albert_park,117,0 days 01:56:14.097000,25.2,37.0,52.8,1011.8,False,3.8,120,fastf1_session_weather_v1
2026-01-albert_park|R|118,2026-01-albert_park|R,2026-01-albert_park,118,0 days 01:57:14.090000,25.1,36.7,53.4,1011.8,False,1.7,112,fastf1_session_weather_v1
2026-01-albert_park|R|119,2026-01-albert_park|R,2026-01-albert_park,119,0 days 01:58:14.098000,25.1,35.9,53.0,1011.8,False,3.0,115,fastf1_session_weather_v1
2026-01-albert_park|R|120,2026-01-albert_park|R,2026-01-albert_park,120,0 days 01:59:14.099000,25.0,35.7,52.1,1011.8,False,2.5,98,fastf1_session_weather_v1
2026-01-albert_park|R|121,2026-01-albert_park|R,2026-01-albert_park,121,0 days 02:00:14.101000,25.0,35.5,52.7,1011.8,False,3.1,140,fastf1_session_weather_v1
2026-01-albert_park|R|122,2026-01-albert_park|R,2026-01-albert_park,122,0 days 02:01:14.114000,25.0,35.4,52.5,1011.8,False,1.7,116,fastf1_session_weather_v1
2026-01-albert_park|R|123,2026-01-albert_park|R,2026-01-albert_park,123,0 days 02:02:14.114000,25.0,35.5,52.8,1011.7,False,3.6,136,fastf1_session_weather_v1
2026-01-albert_park|R|124,2026-01-albert_park|R,2026-01-albert_park,124,0 days 02:03:14.119000,25.0,35.4,52.8,1011.8,False,2.8,96,fastf1_session_weather_v1
2026-01-albert_park|R|125,2026-01-albert_park|R,2026-01-albert_park,125,0 days 02:04:14.108000,25.1,35.5,52.6,1011.6,False,1.3,99,fastf1_session_weather_v1
2026-01-albert_park|R|126,2026-01-albert_park|R,2026-01-albert_park,126,0 days 02:05:14.119000,25.2,36.1,53.2,1011.6,False,4.3,100,fastf1_session_weather_v1
2026-01-albert_park|R|127,2026-01-albert_park|R,2026-01-albert_park,127,0 days 02:06:14.136000,25.2,36.2,52.7,1011.7,False,1.0,93,fastf1_session_weather_v1
2026-01-albert_park|R|128,2026-01-albert_park|R,2026-01-albert_park,128,0 days 02:07:14.151000,25.1,36.6,52.5,1011.7,False,2.0,110,fastf1_session_weather_v1
2026-01-albert_park|R|129,2026-01-albert_park|R,2026-01-albert_park,129,0 days 02:08:14.136000,25.1,36.2,51.4,1011.7,False,4.2,104,fastf1_session_weather_v1
2026-01-albert_park|R|130,2026-01-albert_park|R,2026-01-albert_park,130,0 days 02:09:14.150000,25.1,35.7,51.4,1011.6,False,3.9,118,fastf1_session_weather_v1
2026-01-albert_park|R|131,2026-01-albert_park|R,2026-01-albert_park,131,0 days 02:10:14.153000,25.1,35.6,51.4,1011.6,False,2.9,140,fastf1_session_weather_v1
2026-01-albert_park|R|132,2026-01-albert_park|R,2026-01-albert_park,132,0 days 02:11:14.138000,25.1,35.4,52.4,1011.6,False,4.0,106,fastf1_session_weather_v1
2026-01-albert_park|R|133,2026-01-albert_park|R,2026-01-albert_park,133,0 days 02:12:14.161000,25.2,35.8,52.5,1011.7,False,2.2,116,fastf1_session_weather_v1
2026-01-albert_park|R|134,2026-01-albert_park|R,2026-01-albert_park,134,0 days 02:13:14.158000,25.1,36.8,52.9,1011.6,False,2.4,110,fastf1_session_weather_v1
2026-01-albert_park|R|135,2026-01-albert_park|R,2026-01-albert_park,135,0 days 02:14:14.173000,25.2,36.5,53.0,1011.6,False,2.6,116,fastf1_session_weather_v1
2026-01-albert_park|R|136,2026-01-albert_park|R,2026-01-albert_park,136,0 days 02:15:14.164000,25.2,36.4,52.0,1011.6,False,2.2,110,fastf1_session_weather_v1
2026-01-albert_park|R|137,2026-01-albert_park|R,2026-01-albert_park,137,0 days 02:16:14.192000,25.3,35.9,52.0,1011.6,False,2.3,125,fastf1_session_weather_v1
2026-01-albert_park|R|138,2026-01-albert_park|R,2026-01-albert_park,138,0 days 02:17:14.191000,25.3,35.6,52.2,1011.5,False,3.1,106,fastf1_session_weather_v1
2026-01-albert_park|R|139,2026-01-albert_park|R,2026-01-albert_park,139,0 days 02:18:14.207000,25.3,35.3,51.1,1011.5,False,3.0,121,fastf1_session_weather_v1
2026-01-albert_park|R|140,2026-01-albert_park|R,2026-01-albert_park,140,0 days 02:19:14.237000,25.3,35.0,51.5,1011.6,False,3.6,131,fastf1_session_weather_v1
2026-01-albert_park|R|141,2026-01-albert_park|R,2026-01-albert_park,141,0 days 02:20:14.244000,25.3,34.8,51.9,1011.5,False,3.0,115,fastf1_session_weather_v1
2026-01-albert_park|R|142,2026-01-albert_park|R,2026-01-albert_park,142,0 days 02:21:14.264000,25.3,34.7,51.7,1011.5,False,4.2,130,fastf1_session_weather_v1
2026-01-albert_park|R|143,2026-01-albert_park|R,2026-01-albert_park,143,0 days 02:22:14.293000,25.2,34.6,51.6,1011.6,False,3.2,126,fastf1_session_weather_v1
2026-01-albert_park|R|144,2026-01-albert_park|R,2026-01-albert_park,144,0 days 02:23:14.291000,25.2,34.6,51.9,1011.5,False,3.7,127,fastf1_session_weather_v1
2026-01-albert_park|R|145,2026-01-albert_park|R,2026-01-albert_park,145,0 days 02:24:14.277000,25.2,34.4,52.0,1011.5,False,2.9,105,fastf1_session_weather_v1
2026-01-albert_park|R|146,2026-01-albert_park|R,2026-01-albert_park,146,0 days 02:25:14.290000,25.1,34.5,51.7,1011.5,False,2.9,103,fastf1_session_weather_v1
2026-01-albert_park|R|147,2026-01-albert_park|R,2026-01-albert_park,147,0 days 02:26:14.290000,25.0,34.3,52.2,1011.5,False,2.5,114,fastf1_session_weather_v1
2026-01-albert_park|R|148,2026-01-albert_park|R,2026-01-albert_park,148,0 days 02:27:14.318000,25.0,34.5,52.7,1011.5,False,1.9,117,fastf1_session_weather_v1
2026-02-shanghai|R|1,2026-02-shanghai|R,2026-02-shanghai,1,0 days 00:00:59.959000,16.3,26.5,51.1,1024.6,False,2.1,91,fastf1_session_weather_v1
2026-02-shanghai|R|2,2026-02-shanghai|R,2026-02-shanghai,2,0 days 00:01:59.974000,16.3,26.0,51.1,1024.6,False,1.5,111,fastf1_session_weather_v1
2026-02-shanghai|R|3,2026-02-shanghai|R,2026-02-shanghai,3,0 days 00:02:59.977000,16.3,26.1,51.3,1024.6,False,2.0,99,fastf1_session_weather_v1
2026-02-shanghai|R|4,2026-02-shanghai|R,2026-02-shanghai,4,0 days 00:03:59.966000,16.3,25.4,51.4,1024.6,False,1.8,91,fastf1_session_weather_v1
2026-02-shanghai|R|5,2026-02-shanghai|R,2026-02-shanghai,5,0 days 00:04:59.961000,16.3,25.4,51.3,1024.6,False,2.7,65,fastf1_session_weather_v1
2026-02-shanghai|R|6,2026-02-shanghai|R,2026-02-shanghai,6,0 days 00:05:59.966000,16.2,25.4,51.6,1024.5,False,1.8,56,fastf1_session_weather_v1
2026-02-shanghai|R|7,2026-02-shanghai|R,2026-02-shanghai,7,0 days 00:06:59.989000,16.2,25.2,51.7,1024.5,False,1.4,60,fastf1_session_weather_v1
