session_id,season,round,event_name,session_code,driver,team,stint,compound,lap_count,mean_lap_time_s,degradation_per_lap_s,degradation_index,start_tyre_life,end_tyre_life
2026_01_R_Australian Grand Prix,2026,1,Australian Grand Prix,R,STR,Aston Martin,4,SOFT,5,91.9252,0.240000000000002,0.3999999999999999,1,5
2026_01_R_Australian Grand Prix,2026,1,Australian Grand Prix,R,STR,Aston Martin,5,SOFT,4,87.5105,-2.350999999999999,-0.1999999999999999,1,4
2026_01_R_Australian Grand Prix,2026,1,Australian Grand Prix,R,VER,Red Bull Racing,1,HARD,18,91.1228888888889,0.2044117647058828,-0.1578947368421052,1,18
2026_01_R_Australian Grand Prix,2026,1,Australian Grand Prix,R,VER,Red Bull Racing,2,MEDIUM,23,86.40760869565217,0.018318181818182,0.4703557312252964,1,23
2026_01_R_Australian Grand Prix,2026,1,Australian Grand Prix,R,VER,Red Bull Racing,3,HARD,17,83.1665294117647,-0.2786249999999999,0.5628449862329835,1,17
2026_02_R_Chinese Grand Prix,2026,2,Chinese Grand Prix,R,ALO,Aston Martin,1,HARD,31,105.5505806451613,0.5224333333333334,-0.642741935483871,1,31
2026_02_R_Chinese Grand Prix,2026,2,Chinese Grand Prix,R,ALO,Aston Martin,2,MEDIUM,1,127.515,0.0,0.0,1,1
2026_02_R_Chinese Grand Prix,2026,2,Chinese Grand Prix,R,ANT,Mercedes,1,MEDIUM,10,98.73170000000002,0.7260000000000006,-0.3212121212121211,1,10
2026_02_R_Chinese Grand Prix,2026,2,Chinese Grand Prix,R,ANT,Mercedes,2,HARD,44,97.5124318181818,-0.2797209302325579,-0.6491419715788791,2,46
2026_02_R_Chinese Grand Prix,2026,2,Chinese Grand Prix,R,BEA,Haas F1 Team,1,MEDIUM,10,102.18950000000002,0.2065555555555549,-0.1272727272727272,1,10
2026_02_R_Chinese Grand Prix,2026,2,Chinese Grand Prix,R,BEA,Haas F1 Team,2,HARD,45,99.53222222222222,-0.1987727272727271,-0.8882740447957838,2,46
2026_02_R_Chinese Grand Prix,2026,2,Chinese Grand Prix,R,BOT,Cadillac,1,MEDIUM,10,104.2956,0.33488888888889,-0.1999999999999999,1,10
2026_02_R_Chinese Grand Prix,2026,2,Chinese Grand Prix,R,BOT,Cadillac,2,HARD,44,101.18240909090908,-0.0674651162790696,-0.6938473482592279,2,45
2026_02_R_Chinese Grand Prix,2026,2,Chinese Grand Prix,R,COL,Alpine,1,HARD,31,102.78864516129036,0.3409333333333336,-0.3911290322580646,1,32
2026_02_R_Chinese Grand Prix,2026,2,Chinese Grand Prix,R,COL,Alpine,2,MEDIUM,23,98.74217391304346,-0.4089090909090913,0.6274703557312253,1,23
2026_02_R_Chinese Grand Prix,2026,2,Chinese Grand Prix,R,GAS,Alpine,1,MEDIUM,10,100.4585,0.6686666666666667,-0.2848484848484848,1,10
2026_02_R_Chinese Grand Prix,2026,2,Chinese Grand Prix,R,GAS,Alpine,2,HARD,44,98.68079545454545,-0.3218372093023255,-0.9063039577140796,3,46
2026_02_R_Chinese Grand Prix,2026,2,Chinese Grand Prix,R,HAD,Red Bull Racing,1,SOFT,1,123.643,0.0,0.0,4,4
2026_02_R_Chinese Grand Prix,2026,2,Chinese Grand Prix,R,HAD,Red Bull Racing,2,HARD,9,104.33355555555556,-0.0187499999999989,-0.1833333333333333,1,9
2026_02_R_Chinese Grand Prix,2026,2,Chinese Grand Prix,R,HAD,Red Bull Racing,3,HARD,45,99.2349111111111,-0.0406136363636365,-0.8093544137022397,2,46
2026_02_R_Chinese Grand Prix,2026,2,Chinese Grand Prix,R,HAM,Ferrari,1,MEDIUM,10,99.58950000000002,0.9914444444444448,-0.1757575757575757,1,10
2026_02_R_Chinese Grand Prix,2026,2,Chinese Grand Prix,R,HAM,Ferrari,2,HARD,44,98.01490909090909,-0.2991395348837209,-0.8107403366674004,3,46
2026_02_R_Chinese Grand Prix,2026,2,Chinese Grand Prix,R,HUL,Audi,1,HARD,34,102.48461764705884,0.2431212121212128,-0.6595874713521771,1,35
