session_id,season,round,event_name,session_code,driver,team,regulation_era,session_weight,lap_count,representative_lap_s,best_lap_s,long_run_lap_s,long_run_degradation_s,top_speed_kph,air_temp_c,track_temp_c,humidity_pct,rainfall_flag,wind_speed_mps,wind_direction_deg,gap_to_session_best_s,pace_rank,gap_to_teammate_s
2026_03_R_Japanese Grand Prix,2026,3,Japanese Grand Prix,R,HAD,Red Bull Racing,regulations_2026_reset,1.25,52,94.16016666666668,93.837,98.36668181818182,-0.0587441860465115,342.0,18.87884615384615,36.22692307692308,51.71923076923077,False,2.273076923076923,122.1153846153846,1.5386666666666855,10.0,0.2050833333333344
2026_03_R_Japanese Grand Prix,2026,3,Japanese Grand Prix,R,HAM,Ferrari,regulations_2026_reset,1.25,51,93.32533333333332,92.777,96.02975555555555,-0.0405454545454546,339.0,18.882352941176467,36.26274509803921,51.62745098039216,False,2.1764705882352944,120.66666666666669,0.7038333333333497,5.0,0.1666666666666572
2026_03_R_Japanese Grand Prix,2026,3,Japanese Grand Prix,R,HUL,Audi,regulations_2026_reset,1.25,52,93.9375,93.732,96.891,-0.069590909090909,338.0,18.882692307692302,36.246153846153845,51.73846153846154,False,2.2365384615384616,122.4423076923077,1.3160000000000167,9.0,-0.2531666666666581
2026_03_R_Japanese Grand Prix,2026,3,Japanese Grand Prix,R,LAW,Racing Bulls,regulations_2026_reset,1.25,52,94.4015,94.23,97.1711777777778,-0.0488636363636361,334.0,18.88076923076923,36.24038461538461,51.70769230769231,False,2.2423076923076923,122.0,1.7800000000000151,12.0,-0.0835833333333369
2026_03_R_Japanese Grand Prix,2026,3,Japanese Grand Prix,R,LEC,Ferrari,regulations_2026_reset,1.25,52,92.992,92.634,99.25036363636364,-0.0598837209302326,337.0,18.87884615384615,36.26923076923077,51.64423076923077,False,2.173076923076923,121.09615384615384,0.3705000000000211,3.0,-0.1666666666666714
2026_03_R_Japanese Grand Prix,2026,3,Japanese Grand Prix,R,LIN,Racing Bulls,regulations_2026_reset,1.25,52,94.56866666666666,94.314,99.13227272727272,-0.0869534883720931,339.0,18.87884615384615,36.22307692307693,51.70769230769231,False,2.326923076923077,122.1153846153846,1.947166666666675,14.0,0.0835833333333226
2026_03_R_Japanese Grand Prix,2026,3,Japanese Grand Prix,R,NOR,McLaren,regulations_2026_reset,1.25,52,93.35183333333332,93.208,99.42447727272726,-0.0374418604651162,346.0,18.87884615384615,36.26730769230769,51.650000000000006,False,2.176923076923077,121.17307692307692,0.7303333333333484,6.0,0.0847500000000138
2026_03_R_Japanese Grand Prix,2026,3,Japanese Grand Prix,R,OCO,Haas F1 Team,regulations_2026_reset,1.25,52,94.38666666666668,94.256,98.26661363636366,-0.0579069767441859,339.0,18.88076923076923,36.23076923076923,51.70192307692309,False,2.255769230769231,122.40384615384616,1.765166666666687,11.0,-0.852499999999992
2026_03_R_Japanese Grand Prix,2026,3,Japanese Grand Prix,R,PER,Cadillac,regulations_2026_reset,1.25,53,95.90383333333332,95.637,99.10079999999998,-0.0447272727272728,338.0,18.8622641509434,36.16981132075471,51.6566037735849,False,2.29811320754717,124.45283018867924,3.2823333333333267,18.0,-0.3906666666666751
2026_03_R_Japanese Grand Prix,2026,3,Japanese Grand Prix,R,PIA,McLaren,regulations_2026_reset,1.25,52,93.18233333333332,92.996,98.7295,-0.0425581395348836,329.0,18.88076923076923,36.27307692307692,51.661538461538456,False,2.169230769230769,121.92307692307692,0.5608333333333348,4.0,-0.0847499999999996
