meeting_key,session_key,stint_number,driver_number,lap_start,lap_end,compound,tyre_age_at_start
1287,11307,1,63,1,12,MEDIUM,0
1287,11307,1,23,1,13,MEDIUM,0
1287,11307,1,41,1,22,MEDIUM,0
1287,11307,1,6,1,15,MEDIUM,0
1287,11307,1,30,1,11,MEDIUM,0
1287,11307,1,3,1,12,SOFT,3
1287,11307,1,12,1,14,MEDIUM,0
1287,11307,1,11,1,12,SOFT,0
1287,11307,1,31,1,13,SOFT,0
1287,11307,1,87,1,18,MEDIUM,0
1287,11307,1,18,1,5,HARD,0
1287,11307,1,44,1,11,SOFT,2
1287,11307,1,55,1,14,SOFT,0
1287,11307,1,77,1,14,MEDIUM,0
1287,11307,1,10,1,14,MEDIUM,0
1287,11307,1,16,1,16,MEDIUM,0
1287,11307,1,81,1,14,MEDIUM,0
1287,11307,1,1,1,13,MEDIUM,0
1287,11307,1,43,1,12,SOFT,0
1287,11307,1,14,1,21,HARD,0
1287,11307,1,5,1,15,MEDIUM,0
1287,11307,1,27,1,13,SOFT,0
1287,11307,2,44,12,27,HARD,0
1287,11307,2,30,12,35,HARD,0
1287,11307,2,63,13,36,HARD,0
1287,11307,2,3,13,29,MEDIUM,0
1287,11307,2,43,13,34,HARD,0
1287,11307,2,11,13,31,HARD,0
1287,11307,2,1,14,35,HARD,0
1287,11307,2,27,14,29,HARD,0
1287,11307,2,23,14,29,HARD,0
1287,11307,2,31,14,34,HARD,0
1287,11307,2,12,15,37,HARD,0
1287,11307,2,81,15,36,HARD,0
1287,11307,2,10,15,40,HARD,0
1287,11307,2,55,15,30,HARD,0
1287,11307,2,77,15,15,HARD,0
1287,11307,2,6,16,32,HARD,0
1287,11307,2,5,16,33,HARD,0
1287,11307,2,16,17,39,HARD,0
1287,11307,2,87,19,28,HARD,0
1287,11307,2,14,22,37,HARD,0
1287,11307,2,41,23,37,HARD,0
1287,11307,3,44,28,41,MEDIUM,0
1287,11307,3,3,30,40,HARD,0
1287,11307,3,87,29,60,SOFT,0
1287,11307,3,23,30,34,HARD,0
1287,11307,3,55,31,55,HARD,0
1287,11307,3,11,32,39,HARD,0
1287,11307,3,6,33,58,HARD,0
1287,11307,3,5,34,53,HARD,0
1287,11307,3,43,35,65,HARD,0
1287,11307,3,1,36,66,HARD,0
1287,11307,3,31,35,58,MEDIUM,0
1287,11307,3,30,36,65,HARD,0
1287,11307,3,63,37,66,HARD,0
1287,11307,3,81,37,66,HARD,0
1287,11307,3,12,38,61,HARD,0
1287,11307,3,41,38,65,HARD,0
1287,11307,3,16,40,62,HARD,0
1287,11307,4,3,41,66,MEDIUM,0
1287,11307,4,11,40,63,MEDIUM,0
1287,11307,4,44,42,66,HARD,0
1287,11307,3,10,41,65,HARD,0
1287,11307,4,23,35,50,SOFT,0
1287,11307,4,5,54,64,SOFT,0
1287,11307,4,55,56,64,MEDIUM,0
1287,11307,4,6,59,65,SOFT,3
1287,11307,4,31,59,64,SOFT,0
1287,11307,5,23,51,55,SOFT,3
